document,title,type,subtype,region,order,level,section,tokens,판정,token_deficit,권장_보강_토큰,paragraphs,문단_판정,측정_방식,chars,bytes
리프안코르 항구.md,리프안코르 항구,도시국가,항구,실란도르,3,2,생존 기능과 정책,221,정밀 부족,79,99,2,통과,정밀값,342,834
리프안코르 항구.md,리프안코르 항구,도시국가,항구,실란도르,4,2,갈등 관계,193,정밀 부족,107,127,2,통과,정밀값,292,714
무림(武林) 최소 개념 정리.md,무림(武林) 최소 개념 정리,개념,지침,,1,2,개요,1,정밀 부족,299,319,1,부족,정밀값,2,6
무림(武林) 최소 개념 정리.md,무림(武林) 최소 개념 정리,개념,지침,,2,2,문파,97,정밀 부족,203,223,1,부족,정밀값,165,406
무림(武林) 최소 개념 정리.md,무림(武林) 최소 개념 정리,개념,지침,,3,2,세가,99,정밀 부족,201,221,1,부족,정밀값,151,372
무림(武林) 최소 개념 정리.md,무림(武林) 최소 개념 정리,개념,지침,,4,2,방파,111,정밀 부족,189,209,1,부족,정밀값,172,424
무림(武林) 최소 개념 정리.md,무림(武林) 최소 개념 정리,개념,지침,,5,2,표국,102,정밀 부족,198,218,1,부족,정밀값,160,392
무림(武林) 최소 개념 정리.md,무림(武林) 최소 개념 정리,개념,지침,,6,2,상단,99,정밀 부족,201,221,1,부족,정밀값,164,405
무림(武林) 최소 개념 정리.md,무림(武林) 최소 개념 정리,개념,지침,,7,2,흑도·사파,118,정밀 부족,182,202,1,부족,정밀값,170,419
무림(武林) 최소 개념 정리.md,무림(武林) 최소 개념 정리,개념,지침,,8,2,무도등선과 무선,104,정밀 부족,196,216,1,부족,정밀값,155,377
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,1,2,개요,307,경계,0,13,2,통과,보정 추정,473,1144
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,2,2,지리·환경,274,고신뢰 부족,26,46,2,통과,보정 추정,414,1009
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,3,2,역사(현재를 만든 사건들),280,추정 부족,20,40,2,통과,보정 추정,440,1085
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,4,2,통치 구조·법·행정,289,추정 부족,11,31,2,통과,보정 추정,455,1122
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,7,2,군사·치안·외교,269,고신뢰 부족,31,51,2,통과,보정 추정,421,1035
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,8,2,경제·산업·물류,264,고신뢰 부족,36,56,2,통과,보정 추정,405,995
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,9,2,사회·문화,228,고신뢰 부족,72,92,2,통과,보정 추정,374,930
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,10,2,종교·신앙·초상,276,고신뢰 부족,24,44,2,통과,보정 추정,406,975
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,11,2,주요 지역(수도/핵심 거점),213,고신뢰 부족,87,107,2,통과,보정 추정,326,792
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,12,2,핵심 세력,234,고신뢰 부족,66,86,2,통과,보정 추정,369,906
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,14,3,내부 권력 구도(세력 간 관계),137,고신뢰 부족,163,183,1,부족,보정 추정,217,533
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,15,3,외교 관계(주변 국가/연맹/교단),121,고신뢰 부족,179,199,1,부족,보정 추정,191,473
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,17,3,관계 변동 조건,132,고신뢰 부족,168,188,1,부족,보정 추정,204,503
물의 신성 왕국 쿠아리온.md,물의 신성 왕국 쿠아리온,국가,,에리디안,18,2,현재의 갈등,196,고신뢰 부족,104,124,1,부족,보정 추정,314,767
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,1,2,개요,298,추정 부족,2,22,2,통과,보정 추정,461,1131
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,2,2,지리·환경,263,고신뢰 부족,37,57,2,통과,보정 추정,402,988
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,3,2,역사(현재를 만든 사건들),269,고신뢰 부족,31,51,2,통과,보정 추정,418,1025
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,4,2,통치 구조·법·행정,282,추정 부족,18,38,2,통과,보정 추정,430,1049
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,7,2,군사·치안·외교,280,추정 부족,20,40,2,통과,보정 추정,441,1078
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,8,2,경제·산업·물류,224,고신뢰 부족,76,96,2,통과,보정 추정,342,829
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,9,2,사회·문화,236,고신뢰 부족,64,84,2,통과,보정 추정,385,955
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,10,2,종교·신앙·초상,270,고신뢰 부족,30,50,2,통과,보정 추정,418,1016
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,11,2,주요 지역(수도/핵심 거점),216,고신뢰 부족,84,104,2,통과,보정 추정,328,805
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,12,2,핵심 세력,212,고신뢰 부족,88,108,2,통과,보정 추정,325,785
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,14,3,내부 권력 구도(세력 간 관계),127,고신뢰 부족,173,193,1,부족,보정 추정,200,492
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,15,3,외교 관계(주변 국가/연맹/교단),134,고신뢰 부족,166,186,1,부족,보정 추정,212,520
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,17,3,관계 변동 조건,128,고신뢰 부족,172,192,1,부족,보정 추정,208,510
바람의 신성 왕국 에아누르.md,바람의 신성 왕국 에아누르,국가,,에리디안,18,2,현재의 갈등,188,고신뢰 부족,112,132,1,부족,보정 추정,304,760
발가르 대륙.md,발가르 대륙,지형,대륙,,1,2,개요,266,정밀 부족,34,54,2,통과,정밀값,414,1000
발가르 대륙.md,발가르 대륙,지형,대륙,,2,2,지형·기후 골격,288,정밀 부족,12,32,2,통과,정밀값,412,993
발가르 대륙.md,발가르 대륙,지형,대륙,,3,2,생활권 지도,248,고신뢰 부족,52,72,1,부족,보정 추정,349,799
발가르 대륙.md,발가르 대륙,지형,대륙,,4,2,핵심 지형 요소,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
발가르 대륙.md,발가르 대륙,지형,대륙,,5,3,산맥·능선·봉우리,103,고신뢰 부족,197,217,0,부족,보정 추정,154,362
발가르 대륙.md,발가르 대륙,지형,대륙,,6,3,협곡·물길,125,고신뢰 부족,175,195,0,부족,보정 추정,175,397
발가르 대륙.md,발가르 대륙,지형,대륙,,7,3,호수·분지,54,고신뢰 부족,246,266,0,부족,보정 추정,69,157
발가르 대륙.md,발가르 대륙,지형,대륙,,8,3,숲·완충지,104,고신뢰 부족,196,216,0,부족,보정 추정,141,323
발가르 대륙.md,발가르 대륙,지형,대륙,,9,2,수계·물길,137,정밀 부족,163,183,1,부족,정밀값,182,446
발가르 대륙.md,발가르 대륙,지형,대륙,,11,2,권위권·경계,131,정밀 부족,169,189,1,부족,정밀값,200,480
발가르 대륙.md,발가르 대륙,지형,대륙,,12,2,이동·관문·완충지,121,정밀 부족,179,199,1,부족,정밀값,172,431
발가르 대륙.md,발가르 대륙,지형,대륙,,13,2,대륙 규모의 위협·변수,156,고신뢰 부족,144,164,0,부족,보정 추정,238,532
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,1,2,개요,259,고신뢰 부족,41,61,2,통과,보정 추정,395,958
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,2,2,지리·환경,229,고신뢰 부족,71,91,2,통과,보정 추정,352,858
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,4,2,통치 구조·법·행정,228,고신뢰 부족,72,92,2,통과,보정 추정,349,837
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,7,2,군사·치안·외교,280,추정 부족,20,40,3,통과,보정 추정,427,1037
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,8,2,경제·산업·물류,210,고신뢰 부족,90,110,2,통과,보정 추정,311,725
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,9,2,사회·문화,174,고신뢰 부족,126,146,2,통과,보정 추정,260,632
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,10,2,종교·신앙·초상,202,고신뢰 부족,98,118,2,통과,보정 추정,296,724
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,11,2,주요 지역(수도/핵심 거점),153,고신뢰 부족,147,167,2,통과,보정 추정,244,562
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,12,2,핵심 세력,126,고신뢰 부족,174,194,0,부족,보정 추정,192,428
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,14,3,내부 권력 구도(세력 간 관계),139,고신뢰 부족,161,181,1,부족,보정 추정,221,545
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,15,3,외교 관계(주변 국가/연맹/교단),103,고신뢰 부족,197,217,1,부족,보정 추정,166,414
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,16,3,정치·생존 갈등 관계,265,고신뢰 부족,35,55,2,통과,보정 추정,405,975
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,17,3,관계 변동 조건,89,고신뢰 부족,211,231,0,부족,보정 추정,141,341
발라스쿠 연맹.md,발라스쿠 연맹,국가,연맹,진홍의 해협,18,2,현재의 갈등,160,고신뢰 부족,140,160,1,부족,보정 추정,248,608
발로르 왕국.md,발로르 왕국,,,,1,2,개요,290,정밀 부족,10,30,2,통과,정밀값,443,1077
발로르 왕국.md,발로르 왕국,,,,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
발로르 왕국.md,발로르 왕국,,,,15,3,외교 관계(주변 국가/연맹/교단),281,정밀 부족,19,39,2,통과,정밀값,449,1092
발로르 왕국.md,발로르 왕국,,,,16,3,정치·생존 갈등 관계,248,고신뢰 부족,52,72,2,통과,보정 추정,378,910
발로르 왕국.md,발로르 왕국,,,,17,3,관계 변동 조건,183,정밀 부족,117,137,1,부족,정밀값,290,716
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,1,2,개요,294,추정 부족,6,26,2,통과,보정 추정,439,1057
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,2,2,지리·환경,250,고신뢰 부족,50,70,2,통과,보정 추정,381,935
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,3,2,역사(현재를 만든 사건들),291,추정 부족,9,29,2,통과,보정 추정,455,1123
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,4,2,통치 구조·법·행정,292,추정 부족,8,28,2,통과,보정 추정,441,1069
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,7,2,군사·치안·외교,306,경계,0,14,2,통과,보정 추정,473,1153
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,8,2,경제·산업·물류,234,고신뢰 부족,66,86,2,통과,보정 추정,349,850
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,9,2,사회·문화,245,고신뢰 부족,55,75,2,통과,보정 추정,383,935
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,10,2,종교·신앙·초상,282,추정 부족,18,38,2,통과,보정 추정,437,1067
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,11,2,주요 지역(수도/핵심 거점),153,고신뢰 부족,147,167,1,부족,보정 추정,231,566
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,12,2,핵심 세력,155,고신뢰 부족,145,165,1,부족,보정 추정,240,585
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,14,3,내부 권력 구도(세력 간 관계),108,고신뢰 부족,192,212,1,부족,보정 추정,169,421
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,15,3,외교 관계(주변 국가/연맹/교단),129,고신뢰 부족,171,191,1,부족,보정 추정,208,502
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,16,3,정치·생존 갈등 관계,282,추정 부족,18,38,2,통과,보정 추정,423,1009
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,17,3,관계 변동 조건,149,고신뢰 부족,151,171,1,부족,보정 추정,232,574
불의 신성 왕국 아그니르.md,불의 신성 왕국 아그니르,국가,,칼디라,18,2,현재의 갈등,207,고신뢰 부족,93,113,1,부족,보정 추정,324,794
붉은 맹약왕국 바르가쉬.md,붉은 맹약왕국 바르가쉬,,,,2,2,지리·환경,286,정밀 부족,14,34,2,통과,정밀값,419,1024
붉은 맹약왕국 바르가쉬.md,붉은 맹약왕국 바르가쉬,,,,12,3,내부 권력 구도(세력 간 관계),228,정밀 부족,72,92,2,통과,정밀값,354,870
붉은 맹약왕국 바르가쉬.md,붉은 맹약왕국 바르가쉬,,,,13,3,외교 관계(주변 국가/연맹/교단),229,정밀 부족,71,91,2,통과,정밀값,345,859
붉은 맹약왕국 바르가쉬.md,붉은 맹약왕국 바르가쉬,,,,14,3,관계 변동 조건,223,정밀 부족,77,97,2,통과,정밀값,364,898
붉은 맹약왕국 바르가쉬.md,붉은 맹약왕국 바르가쉬,,,,15,2,현재의 갈등,242,정밀 부족,58,78,2,통과,정밀값,368,916
붉은 맹약왕국 바르가쉬.md,붉은 맹약왕국 바르가쉬,,,,16,2,생존 정책,229,정밀 부족,71,91,2,통과,정밀값,359,892
블랙헤이븐 항구.md,블랙헤이븐 항구,도시국가,항구,카르코사,3,2,생존 기능과 정책,218,정밀 부족,82,102,2,통과,정밀값,346,848
블랙헤이븐 항구.md,블랙헤이븐 항구,도시국가,항구,카르코사,4,2,갈등 관계,277,정밀 부족,23,43,2,통과,정밀값,413,1021
빛의 귀인.md,빛의 귀인,개념,주요,,2,2,이름에 대해,140,정밀 부족,160,180,1,부족,정밀값,210,520
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,2,2,지리·환경,308,경계,0,12,2,통과,보정 추정,473,1172
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,4,2,통치 구조·법·행정,289,추정 부족,11,31,2,통과,보정 추정,452,1112
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,7,2,군사·치안·외교,251,고신뢰 부족,49,69,2,통과,보정 추정,397,985
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,8,2,경제·산업·물류,277,고신뢰 부족,23,43,2,통과,보정 추정,429,1050
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,9,2,사회·문화,254,고신뢰 부족,46,66,2,통과,보정 추정,399,979
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,10,2,종교·신앙·초상,274,고신뢰 부족,26,46,2,통과,보정 추정,435,1059
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,11,2,주요 지역(수도/핵심 거점),283,추정 부족,17,37,3,통과,보정 추정,438,1080
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,12,2,핵심 세력,298,추정 부족,2,22,4,통과,보정 추정,471,1154
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,14,3,내부 권력 구도(세력 간 관계),237,고신뢰 부족,63,83,2,통과,보정 추정,361,886
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,15,3,외교 관계(주변 국가/연맹/교단),172,고신뢰 부족,128,148,2,통과,보정 추정,269,664
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,16,3,정치·생존 갈등 관계,291,추정 부족,9,29,2,통과,보정 추정,438,1050
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,17,3,관계 변동 조건,186,고신뢰 부족,114,134,3,통과,보정 추정,304,738
생명의 신성 왕국 실바니아.md,생명의 신성 왕국 실바니아,국가,,실란도르,18,2,현재의 갈등,295,추정 부족,5,25,3,통과,보정 추정,463,1129
선림(仙林) 최소 개념 정리.md,선림(仙林) 최소 개념 정리,개념,지침,,1,2,개요,1,정밀 부족,299,319,1,부족,정밀값,2,6
선림(仙林) 최소 개념 정리.md,선림(仙林) 최소 개념 정리,개념,지침,,2,2,산문,106,정밀 부족,194,214,1,부족,정밀값,159,392
선림(仙林) 최소 개념 정리.md,선림(仙林) 최소 개념 정리,개념,지침,,3,2,선문,108,정밀 부족,192,212,1,부족,정밀값,169,413
선림(仙林) 최소 개념 정리.md,선림(仙林) 최소 개념 정리,개념,지침,,4,2,종문,131,정밀 부족,169,189,1,부족,정밀값,204,496
선림(仙林) 최소 개념 정리.md,선림(仙林) 최소 개념 정리,개념,지침,,5,2,도관,107,정밀 부족,193,213,1,부족,정밀값,171,422
선림(仙林) 최소 개념 정리.md,선림(仙林) 최소 개념 정리,개념,지침,,6,2,연단방,114,정밀 부족,186,206,1,부족,정밀값,175,432
선림(仙林) 최소 개념 정리.md,선림(仙林) 최소 개념 정리,개념,지침,,7,2,진법가,113,정밀 부족,187,207,1,부족,정밀값,170,420
선림(仙林) 최소 개념 정리.md,선림(仙林) 최소 개념 정리,개념,지침,,8,2,선도등선과 법선·진선,121,정밀 부족,179,199,1,부족,정밀값,176,432
셀레스티얼 실바.md,셀레스티얼 실바,국가,,실란도르,7,2,군사·치안·외교,310,경계,0,10,2,통과,보정 추정,476,1176
셀레스티얼 실바.md,셀레스티얼 실바,국가,,실란도르,8,2,경제·산업·물류,269,고신뢰 부족,31,51,2,통과,보정 추정,419,1023
셀레스티얼 실바.md,셀레스티얼 실바,국가,,실란도르,9,2,사회·문화,275,고신뢰 부족,25,45,2,통과,보정 추정,430,1055
셀레스티얼 실바.md,셀레스티얼 실바,국가,,실란도르,11,2,주요 지역(수도/핵심 거점),249,고신뢰 부족,51,71,2,통과,보정 추정,383,943
셀레스티얼 실바.md,셀레스티얼 실바,국가,,실란도르,12,2,핵심 세력,230,고신뢰 부족,70,90,2,통과,보정 추정,358,878
셀레스티얼 실바.md,셀레스티얼 실바,국가,,실란도르,13,2,관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
셀레스티얼 실바.md,셀레스티얼 실바,국가,,실란도르,14,3,내부 권력 구도(세력 간 관계),240,고신뢰 부족,60,80,2,통과,보정 추정,365,887
셀레스티얼 실바.md,셀레스티얼 실바,국가,,실란도르,15,3,외교 관계(주변 국가/연맹/교단),241,고신뢰 부족,59,79,2,통과,보정 추정,366,901
셀레스티얼 실바.md,셀레스티얼 실바,국가,,실란도르,16,3,정치·생존 갈등 관계,238,고신뢰 부족,62,82,2,통과,보정 추정,361,877
셀레스티얼 실바.md,셀레스티얼 실바,국가,,실란도르,17,3,관계 변동 조건,252,고신뢰 부족,48,68,2,통과,보정 추정,397,967
셀레스티얼 실바.md,셀레스티얼 실바,국가,,실란도르,18,2,현재의 갈등,213,고신뢰 부족,87,107,1,부족,보정 추정,347,857
솔리움 항구.md,솔리움 항구,도시국가,항구,에리디안,2,2,주권과 통치,289,정밀 부족,11,31,2,통과,정밀값,428,1057
솔리움 항구.md,솔리움 항구,도시국가,항구,에리디안,3,2,생존 기능과 정책,224,정밀 부족,76,96,2,통과,정밀값,354,861
솔리움 항구.md,솔리움 항구,도시국가,항구,에리디안,4,2,갈등 관계,196,정밀 부족,104,124,2,통과,정밀값,289,716
수인종.md,수인종,종족,,,3,2,신체와 능력,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
수인종.md,수인종,종족,,,7,2,문화와 사회,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
수인종.md,수인종,종족,,,8,3,수인종 대분류,86,정밀 부족,214,234,1,부족,정밀값,118,280
수인종.md,수인종,종족,,,9,3,맹수계 수인,137,정밀 부족,163,183,2,통과,정밀값,195,459
수인종.md,수인종,종족,,,10,3,초식계 수인,151,정밀 부족,149,169,2,통과,정밀값,220,516
수인종.md,수인종,종족,,,11,3,조익계 수인,136,정밀 부족,164,184,2,통과,정밀값,199,463
수인종.md,수인종,종족,,,12,3,파충계 수인,125,정밀 부족,175,195,2,통과,정밀값,176,410
수인종.md,수인종,종족,,,13,3,양서·수서계 수인,132,정밀 부족,168,188,2,통과,정밀값,179,413
수인종.md,수인종,종족,,,14,3,갑각·충계 수인,146,정밀 부족,154,174,2,통과,정밀값,212,487
수인종.md,수인종,종족,,,15,3,기타 희귀 혈족,123,정밀 부족,177,197,2,통과,정밀값,184,440
수인종.md,수인종,종족,,,16,3,[[아라코크라]]의 예외성,260,정밀 부족,40,60,3,통과,정밀값,401,1005
수인종.md,수인종,종족,,,17,3,라크샤라 사회에서의 수인종,220,정밀 부족,80,100,3,통과,정밀값,336,798
수인종.md,수인종,종족,,,18,3,사냥과 공방의 위상,242,정밀 부족,58,78,2,통과,정밀값,371,917
수인종.md,수인종,종족,,,20,2,대외 관계,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
쉐도우글래스 항구.md,쉐도우글래스 항구,도시국가,항구,녹턴,2,2,주권과 통치,279,정밀 부족,21,41,2,통과,정밀값,418,1034
쉐도우글래스 항구.md,쉐도우글래스 항구,도시국가,항구,녹턴,3,2,생존 기능과 정책,222,정밀 부족,78,98,2,통과,정밀값,352,858
쉐도우글래스 항구.md,쉐도우글래스 항구,도시국가,항구,녹턴,4,2,갈등 관계,202,정밀 부족,98,118,2,통과,정밀값,307,765
스케이븐.md,스케이븐,종족,,,2,2,징후와 관측 (지상에서 드러나는 방식),247,정밀 부족,53,73,2,통과,정밀값,393,967
스케이븐.md,스케이븐,종족,,,3,2,사회와 문명 (지하의 ‘왕국’),293,정밀 부족,7,27,2,통과,정밀값,466,1148
스케이븐.md,스케이븐,종족,,,4,2,종교와 목적: 파괴·증식·강림,289,정밀 부족,11,31,2,통과,정밀값,471,1167
스케이븐.md,스케이븐,종족,,,5,2,기원 (기록과 추정),262,정밀 부족,38,58,4,통과,정밀값,436,1060
시초의 제국.md,시초의 제국,개념,주요,,2,2,포탈,120,정밀 부족,180,200,1,부족,정밀값,218,528
신앙과 종교.md,신앙과 종교,개념,주요,,1,2,개요,295,정밀 부족,5,25,3,통과,정밀값,486,1164
신앙과 종교.md,신앙과 종교,개념,주요,,5,2,종교의 역할,297,정밀 부족,3,23,3,통과,정밀값,497,1225
신위.md,신위,개념,주요,범대륙,1,2,개요,284,정밀 부족,16,36,3,통과,정밀값,485,1179
신위.md,신위,개념,주요,범대륙,6,2,천룡 신앙,243,정밀 부족,57,77,2,통과,정밀값,379,915
신위.md,신위,개념,주요,범대륙,7,2,용어의 구분,216,고신뢰 부족,84,104,0,부족,보정 추정,362,800
실란도르 대륙.md,실란도르 대륙,지형,대륙,,1,2,개요,295,정밀 부족,5,25,2,통과,정밀값,420,1014
실란도르 대륙.md,실란도르 대륙,지형,대륙,,2,2,지형·기후 골격,230,정밀 부족,70,90,2,통과,정밀값,329,792
실란도르 대륙.md,실란도르 대륙,지형,대륙,,3,2,생활권 지도,260,고신뢰 부족,40,60,1,부족,보정 추정,384,873
실란도르 대륙.md,실란도르 대륙,지형,대륙,,4,2,핵심 지형 요소,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
실란도르 대륙.md,실란도르 대륙,지형,대륙,,5,3,정글·숲,67,고신뢰 부족,233,253,0,부족,보정 추정,96,226
실란도르 대륙.md,실란도르 대륙,지형,대륙,,6,3,강·수로,174,고신뢰 부족,126,146,0,부족,보정 추정,248,575
실란도르 대륙.md,실란도르 대륙,지형,대륙,,7,3,심연·늪지,179,고신뢰 부족,121,141,0,부족,보정 추정,266,618
실란도르 대륙.md,실란도르 대륙,지형,대륙,,8,2,수계·물길,138,정밀 부족,162,182,1,부족,정밀값,197,487
실란도르 대륙.md,실란도르 대륙,지형,대륙,,10,2,권위권·경계,119,정밀 부족,181,201,1,부족,정밀값,181,442
실란도르 대륙.md,실란도르 대륙,지형,대륙,,11,2,이동·관문·완충지,147,정밀 부족,153,173,1,부족,정밀값,224,538
실란도르 대륙.md,실란도르 대륙,지형,대륙,,12,2,대륙 규모의 위협·변수,134,고신뢰 부족,166,186,0,부족,보정 추정,201,466
심해의 다섯 왕국의 성물.md,심해의 다섯 왕국의 성물,아이템,주요,심연의 의회,1,2,개요,152,고신뢰 부족,148,168,2,통과,보정 추정,236,574
심해의 다섯 왕국의 성물.md,심해의 다섯 왕국의 성물,아이템,주요,심연의 의회,2,2,다섯 성물,0,고신뢰 부족,300,320,0,부족,보정 추정,0,0
심해의 다섯 왕국의 성물.md,심해의 다섯 왕국의 성물,아이템,주요,심연의 의회,3,3,붉은 별패각,144,고신뢰 부족,156,176,2,통과,보정 추정,218,536
심해의 다섯 왕국의 성물.md,심해의 다섯 왕국의 성물,아이템,주요,심연의 의회,4,3,검은 갑각패,136,고신뢰 부족,164,184,2,통과,보정 추정,208,510
심해의 다섯 왕국의 성물.md,심해의 다섯 왕국의 성물,아이템,주요,심연의 의회,5,3,흑진주 서판,127,고신뢰 부족,173,193,2,통과,보정 추정,208,512
심해의 다섯 왕국의 성물.md,심해의 다섯 왕국의 성물,아이템,주요,심연의 의회,6,3,유광 진주등,138,고신뢰 부족,162,182,2,통과,보정 추정,215,521
심해의 다섯 왕국의 성물.md,심해의 다섯 왕국의 성물,아이템,주요,심연의 의회,7,3,백패 왕관,147,고신뢰 부족,153,173,2,통과,보정 추정,227,559
심해의 다섯 왕국의 성물.md,심해의 다섯 왕국의 성물,아이템,주요,심연의 의회,8,2,다섯 성물 전설,157,고신뢰 부족,143,163,2,통과,보정 추정,232,556
심해의 다섯 왕국의 성물.md,심해의 다섯 왕국의 성물,아이템,주요,심연의 의회,9,2,의회 체제와 금기,149,고신뢰 부족,151,171,2,통과,보정 추정,241,587
